cbsa_code,cbsa_name,stco_code,stco_name,naics2_code,naics2_name,type,year,county_jobdensity
12580,"Baltimore, MD",24013,"Carroll County, Maryland",00,Total,ES,2004,1139.33288574219
12580,"Baltimore, MD",24025,"Harford County, Maryland",00,Total,MS,2004,1419.55725097656
12580,"Baltimore, MD",24027,"Howard County, Maryland",00,Total,MS,2004,3598.02172851562
12580,"Baltimore, MD",24035,"Queen Anne's County, Maryland",00,Total,EX,2004,121.451484680176
12580,"Baltimore, MD",24510,"Baltimore city, Maryland",00,Total,UC,2004,39281.44140625
12940,"Baton Rouge, LA",00000,Metro Total,00,Total,TOTAL,2004,3584.75732421875
12940,"Baton Rouge, LA",22005,"Ascension Parish, Louisiana",00,Total,ES,2004,465.894470214844
12940,"Baton Rouge, LA",22007,"Assumption Parish, Louisiana",00,Total,EX,2004,46.932014465332
12940,"Baton Rouge, LA",22033,"East Baton Rouge Parish, Louisiana",00,Total,MS,2004,4754.77099609375
12940,"Baton Rouge, LA",22037,"East Feliciana Parish, Louisiana",00,Total,EX,2004,28.8600769042969
12940,"Baton Rouge, LA",22047,"Iberville Parish, Louisiana",00,Total,EX,2004,515.88720703125
12940,"Baton Rouge, LA",22063,"Livingston Parish, Louisiana",00,Total,ES,2004,359.639739990234
12940,"Baton Rouge, LA",22077,"Pointe Coupee Parish, Louisiana",00,Total,EX,2004,261.818664550781
12940,"Baton Rouge, LA",22091,"St. Helena Parish, Louisiana",00,Total,EX,2004,8.02774238586426
12940,"Baton Rouge, LA",22121,"West Baton Rouge Parish, Louisiana",00,Total,ES,2004,348.570648193359
12940,"Baton Rouge, LA",22125,"West Feliciana Parish, Louisiana",00,Total,EX,2004,17.7391319274902
13820,"Birmingham, AL",00000,Metro Total,00,Total,TOTAL,2004,4611.4052734375
13820,"Birmingham, AL",01007,"Bibb County, Alabama",00,Total,EX,2004,23.7500991821289
13820,"Birmingham, AL",01009,"Blount County, Alabama",00,Total,EX,2004,61.6966285705566
13820,"Birmingham, AL",01021,"Chilton County, Alabama",00,Total,EX,2004,179.834411621094
13820,"Birmingham, AL",01073,"Jefferson County, Alabama",00,Total,MS,2004,5566.73828125
13820,"Birmingham, AL",01115,"St. Clair County, Alabama",00,Total,EX,2004,180.152954101562
13820,"Birmingham, AL",01117,"Shelby County, Alabama",00,Total,ES,2004,1930.81457519531
14260,"Boise City, ID",00000,Metro Total,00,Total,TOTAL,2004,3907.80981445312
14260,"Boise City, ID",16001,"Ada County, Idaho",00,Total,MS,2004,4528.23388671875
14260,"Boise City, ID",16015,"Boise County, Idaho",00,Total,EX,2004,0.364827513694763
14260,"Boise City, ID",16027,"Canyon County, Idaho",00,Total,ES,2004,1886.51794433594
14260,"Boise City, ID",16045,"Gem County, Idaho",00,Total,EX,2004,231.464111328125
14260,"Boise City, ID",16073,"Owyhee County, Idaho",00,Total,EX,2004,81.8240814208984
14860,"Bridgeport, CT",00000,Metro Total,00,Total,TOTAL,2004,7251.763671875
14860,"Bridgeport, CT",09001,"Fairfield County, Connecticut",00,Total,MS,2004,7251.763671875
15380,"Buffalo, NY",00000,Metro Total,00,Total,TOTAL,2004,5404.3017578125
15380,"Buffalo, NY",36029,"Erie County, New York",00,Total,MS,2004,5981.63916015625
15380,"Buffalo, NY",36063,"Niagara County, New York",00,Total,ES,2004,1456.88452148438
15980,"Cape Coral, FL",00000,Metro Total,00,Total,TOTAL,2004,2459.13403320312
15980,"Cape Coral, FL",12071,"Lee County, Florida",00,Total,MS,2004,2459.13403320312
16700,"Charleston, SC",00000,Metro Total,00,Total,TOTAL,2004,3318.45068359375
16700,"Charleston, SC",45015,"Berkeley County, South Carolina",00,Total,ES,2004,702.477905273438
16700,"Charleston, SC",45019,"Charleston County, South Carolina",00,Total,MS,2004,4251.408203125
16700,"Charleston, SC",45035,"Dorchester County, South Carolina",00,Total,ES,2004,920.590698242188
16740,"Charlotte, NC-SC",00000,Metro Total,00,Total,TOTAL,2004,5610.00830078125
16740,"Charlotte, NC-SC",37007,"Anson County, North Carolina",00,Total,EX,2004,340.730407714844
16740,"Charlotte, NC-SC",37025,"Cabarrus County, North Carolina",00,Total,ES,2004,734.481079101562
16740,"Charlotte, NC-SC",37071,"Gaston County, North Carolina",00,Total,ES,2004,1851.89514160156
16740,"Charlotte, NC-SC",37097,"Iredell County, North Carolina",00,Total,EX,2004,777.613952636719
16740,"Charlotte, NC-SC",37109,"Lincoln County, North Carolina",00,Total,EX,2004,782.288635253906
16740,"Charlotte, NC-SC",37119,"Mecklenburg County, North Carolina",00,Total,MS,2004,9265.33203125
16740,"Charlotte, NC-SC",37159,"Rowan County, North Carolina",00,Total,EX,2004,857.504577636719
16740,"Charlotte, NC-SC",37179,"Union County, North Carolina",00,Total,ES,2004,534.939575195312
16740,"Charlotte, NC-SC",45023,"Chester County, South Carolina",00,Total,EX,2004,938.589172363281
16740,"Charlotte, NC-SC",45057,"Lancaster County, South Carolina",00,Total,EX,2004,2854.89477539062
16740,"Charlotte, NC-SC",45091,"York County, South Carolina",00,Total,ES,2004,911.237487792969
16860,"Chattanooga, TN-GA",00000,Metro Total,00,Total,TOTAL,2004,4605.57568359375
16860,"Chattanooga, TN-GA",13047,"Catoosa County, Georgia",00,Total,ES,2004,1809.67297363281
16860,"Chattanooga, TN-GA",13083,"Dade County, Georgia",00,Total,EX,2004,185.377151489258
16860,"Chattanooga, TN-GA",13295,"Walker County, Georgia",00,Total,ES,2004,318.389862060547
16860,"Chattanooga, TN-GA",47065,"Hamilton County, Tennessee",00,Total,MS,2004,5425.734375
16860,"Chattanooga, TN-GA",47115,"Marion County, Tennessee",00,Total,EX,2004,100.107780456543
16860,"Chattanooga, TN-GA",47153,"Sequatchie County, Tennessee",00,Total,EX,2004,111.187057495117
16980,"Chicago, IL-IN-WI",00000,Metro Total,00,Total,TOTAL,2004,35228.98828125
16980,"Chicago, IL-IN-WI",17031,"Cook County, Illinois",00,Total,UC,2004,56472.25
16980,"Chicago, IL-IN-WI",17037,"DeKalb County, Illinois",00,Total,ES,2004,1192.14501953125
16980,"Chicago, IL-IN-WI",17043,"DuPage County, Illinois",00,Total,UC,2004,4619.8212890625
16980,"Chicago, IL-IN-WI",17063,"Grundy County, Illinois",00,Total,EX,2004,920.950256347656
16980,"Chicago, IL-IN-WI",17089,"Kane County, Illinois",00,Total,MS,2004,2572.27319335938
16980,"Chicago, IL-IN-WI",17093,"Kendall County, Illinois",00,Total,ES,2004,339.349456787109
16980,"Chicago, IL-IN-WI",17097,"Lake County, Illinois",00,Total,UC,2004,4468.33837890625
16980,"Chicago, IL-IN-WI",17111,"McHenry County, Illinois",00,Total,ES,2004,1017.14221191406
16980,"Chicago, IL-IN-WI",17197,"Will County, Illinois",00,Total,MS,2004,1542.36511230469
16980,"Chicago, IL-IN-WI",18073,"Jasper County, Indiana",00,Total,EX,2004,280.585540771484
16980,"Chicago, IL-IN-WI",18089,"Lake County, Indiana",00,Total,MS,2004,2500.48413085938
16980,"Chicago, IL-IN-WI",18111,"Newton County, Indiana",00,Total,EX,2004,105.357940673828
16980,"Chicago, IL-IN-WI",18127,"Porter County, Indiana",00,Total,ES,2004,2262.15966796875
17140,"Cincinnati, OH-KY-IN",00000,Metro Total,00,Total,TOTAL,2004,6968.1494140625
17140,"Cincinnati, OH-KY-IN",18029,"Dearborn County, Indiana",00,Total,EX,2004,883.604248046875
17140,"Cincinnati, OH-KY-IN",18047,"Franklin County, Indiana",00,Total,EX,2004,440.350952148438
17140,"Cincinnati, OH-KY-IN",18115,"Ohio County, Indiana",00,Total,EX,2004,848.308532714844
17140,"Cincinnati, OH-KY-IN",18161,"Union County, Indiana",00,Total,EX,2004,91.2775115966797
17140,"Cincinnati, OH-KY-IN",21015,"Boone County, Kentucky",00,Total,MS,2004,1971.80554199219
17140,"Cincinnati, OH-KY-IN",21023,"Bracken County, Kentucky",00,Total,EX,2004,292.506713867188
17140,"Cincinnati, OH-KY-IN",21037,"Campbell County, Kentucky",00,Total,MS,2004,2583.34326171875
17140,"Cincinnati, OH-KY-IN",21077,"Gallatin County, Kentucky",00,Total,EX,2004,69.9594497680664
17140,"Cincinnati, OH-KY-IN",21081,"Grant County, Kentucky",00,Total,EX,2004,96.323356628418
17140,"Cincinnati, OH-KY-IN",21117,"Kenton County, Kentucky",00,Total,MS,2004,4066.1494140625
17140,"Cincinnati, OH-KY-IN",21191,"Pendleton County, Kentucky",00,Total,EX,2004,129.271453857422
17140,"Cincinnati, OH-KY-IN",39015,"Brown County, Ohio",00,Total,EX,2004,221.653930664062
17140,"Cincinnati, OH-KY-IN",39017,"Butler County, Ohio",00,Total,MS,2004,2770.34619140625
17140,"Cincinnati, OH-KY-IN",39025,"Clermont County, Ohio",00,Total,ES,2004,906.654907226562
17140,"Cincinnati, OH-KY-IN",39061,"Hamilton County, Ohio",00,Total,UC,2004,11145.59765625
17140,"Cincinnati, OH-KY-IN",39165,"Warren County, Ohio",00,Total,ES,2004,1057.93823242188
17460,"Cleveland, OH",00000,Metro Total,00,Total,TOTAL,2004,8923.66796875
17460,"Cleveland, OH",39035,"Cuyahoga County, Ohio",00,Total,UC,2004,11657.3076171875
17460,"Cleveland, OH",39055,"Geauga County, Ohio",00,Total,EX,2004,1000.36413574219
17460,"Cleveland, OH",39085,"Lake County, Ohio",00,Total,MS,2004,2174.6552734375
17460,"Cleveland, OH",39093,"Lorain County, Ohio",00,Total,MS,2004,1845.17687988281
17460,"Cleveland, OH",39103,"Medina County, Ohio",00,Total,ES,2004,937.942687988281
17820,"Colorado Springs, CO",00000,Metro Total,00,Total,TOTAL,2004,3364.40795898438
17820,"Colorado Springs, CO",08041,"El Paso County, Colorado",00,Total,ES,2004,3449.41040039062
17820,"Colorado Springs, CO",08119,"Teller County, Colorado",00,Total,EX,2004,194.350769042969
17900,"Columbia, SC",00000,Metro Total,00,Total,TOTAL,2004,4668.6962890625
17900,"Columbia, SC",45017,"Calhoun County, South Carolina",00,Total,EX,2004,14.6364622116089
17900,"Columbia, SC",45039,"Fairfield County, South Carolina",00,Total,EX,2004,148.237945556641
17900,"Columbia, SC",45055,"Kershaw County, South Carolina",00,Total,EX,2004,580.132690429688
17900,"Columbia, SC",45063,"Lexington County, South Carolina",00,Total,ES,2004,1196.50671386719
17900,"Columbia, SC",45079,"Richland County, South Carolina",00,Total,MS,2004,7147.00439453125
17900,"Columbia, SC",45081,"Saluda County, South Carolina",00,Total,EX,2004,36.5817527770996
18140,"Columbus, OH",00000,Metro Total,00,Total,TOTAL,2004,5372.20703125
18140,"Columbus, OH",39041,"Delaware County, Ohio",00,Total,ES,2004,2307.67846679688
18140,"Columbus, OH",39045,"Fairfield County, Ohio",00,Total,EX,2004,1842.50805664062
18140,"Columbus, OH",39049,"Franklin County, Ohio",00,Total,MS,2004,6687.53076171875
18140,"Columbus, OH",39073,"Hocking County, Ohio",00,Total,EX,2004,442.299011230469
18140,"Columbus, OH",39089,"Licking County, Ohio",00,Total,ES,2004,1150.08520507812
18140,"Columbus, OH",39097,"Madison County, Ohio",00,Total,EX,2004,361.873016357422
18140,"Columbus, OH",39117,"Morrow County, Ohio",00,Total,EX,2004,181.145004272461
18140,"Columbus, OH",39127,"Perry County, Ohio",00,Total,EX,2004,150.834411621094
18140,"Columbus, OH",39129,"Pickaway County, Ohio",00,Total,EX,2004,2863.25073242188
18140,"Columbus, OH",39159,"Union County, Ohio",00,Total,EX,2004,279.225402832031
19100,"Dallas, TX",00000,Metro Total,00,Total,TOTAL,2004,8807.841796875
19100,"Dallas, TX",48085,"Collin County, Texas",00,Total,MS,2004,3730.75659179688
19100,"Dallas, TX",48113,"Dallas County, Texas",00,Total,UC,2004,12926.0927734375
19100,"Dallas, TX",48121,"Denton County, Texas",00,Total,MS,2004,1581.83764648438
19100,"Dallas, TX",48139,"Ellis County, Texas",00,Total,EX,2004,963.7939453125
19100,"Dallas, TX",48231,"Hunt County, Texas",00,Total,EX,2004,530.057739257812
19100,"Dallas, TX",48251,"Johnson County, Texas",00,Total,EX,2004,690.893737792969
19100,"Dallas, TX",48257,"Kaufman County, Texas",00,Total,EX,2004,403.492523193359
19100,"Dallas, TX",48367,"Parker County, Texas",00,Total,EX,2004,355.516174316406
19100,"Dallas, TX",48397,"Rockwall County, Texas",00,Total,ES,2004,1324.54309082031
19100,"Dallas, TX",48439,"Tarrant County, Texas",00,Total,UC,2004,5312.14599609375
19100,"Dallas, TX",48497,"Wise County, Texas",00,Total,EX,2004,494.347320556641
19430,"Dayton, OH",00000,Metro Total,00,Total,TOTAL,2004,3417.9208984375
19430,"Dayton, OH",39057,"Greene County, Ohio",00,Total,MS,2004,1455.34509277344
19430,"Dayton, OH",39109,"Miami County, Ohio",00,Total,ES,2004,1172.61804199219
19430,"Dayton, OH",39113,"Montgomery County, Ohio",00,Total,MS,2004,4179.2158203125
19660,"Deltona, FL",00000,Metro Total,00,Total,TOTAL,2004,1474.21301269531
19660,"Deltona, FL",12035,"Flagler County, Florida",00,Total,EX,2004,569.713745117188
19660,"Deltona, FL",12127,"Volusia County, Florida",00,Total,MS,2004,1575.2646484375
19740,"Denver, CO",00000,Metro Total,00,Total,TOTAL,2004,13776.443359375
19740,"Denver, CO",08001,"Adams County, Colorado",00,Total,MS,2004,2264.52709960938
19740,"Denver, CO",08005,"Arapahoe County, Colorado",00,Total,UC,2004,7256.85400390625
19740,"Denver, CO",08014,Metro Total,00,Total,MS,2004,4075.18505859375
19740,"Denver, CO",08019,"Clear Creek County, Colorado",00,Total,EX,2004,21.9490089416504
19740,"Denver, CO",08031,"Denver County, Colorado",00,Total,UC,2004,30284.9140625
19740,"Denver, CO",08035,"Douglas County, Colorado",00,Total,ES,2004,2569.58129882812
19740,"Denver, CO",08039,"Elbert County, Colorado",00,Total,EX,2004,11.4953279495239
19740,"Denver, CO",08047,"Gilpin County, Colorado",00,Total,EX,2004,145.73518371582
19740,"Denver, CO",08059,"Jefferson County, Colorado",00,Total,MS,2004,3071.4345703125
19740,"Denver, CO",08093,"Park County, Colorado",00,Total,EX,2004,4.07584285736084
19780,"Des Moines, IA",00000,Metro Total,00,Total,TOTAL,2004,7701.486328125
19780,"Des Moines, IA",19049,"Dallas County, Iowa",00,Total,ES,2004,1604.72143554688
19780,"Des Moines, IA",19077,"Guthrie County, Iowa",00,Total,EX,2004,31.9135036468506
19780,"Des Moines, IA",19099,"Jasper County, Iowa",00,Total,EX,2004,1674.72351074219
19780,"Des Moines, IA",19121,"Madison County, Iowa",00,Total,EX,2004,191.84944152832
19780,"Des Moines, IA",19153,"Polk County, Iowa",00,Total,MS,2004,8830.7421875
19780,"Des Moines, IA",19181,"Warren County, Iowa",00,Total,EX,2004,835.739990234375
19820,"Detroit, MI",00000,Metro Total,00,Total,TOTAL,2004,7896.87890625
19820,"Detroit, MI",26087,"Lapeer County, Michigan",00,Total,EX,2004,1081.32507324219
19820,"Detroit, MI",26093,"Livingston County, Michigan",00,Total,ES,2004,1887.80541992188
19820,"Detroit, MI",26099,"Macomb County, Michigan",00,Total,UC,2004,4635.42919921875
19820,"Detroit, MI",26125,"Oakland County, Michigan",00,Total,MS,2004,6254.7001953125
19820,"Detroit, MI",26147,"St. Clair County, Michigan",00,Total,ES,2004,2550.77075195312
19820,"Detroit, MI",26163,"Wayne County, Michigan",00,Total,UC,2004,11837.578125
21340,"El Paso, TX",00000,Metro Total,00,Total,TOTAL,2004,4381.873046875
21340,"El Paso, TX",48141,"El Paso County, Texas",00,Total,MS,2004,4386.73486328125
21340,"El Paso, TX",48229,"Hudspeth County, Texas",00,Total,EX,2004,0.076599083840847
23420,"Fresno, CA",00000,Metro Total,00,Total,TOTAL,2004,3349.81640625
23420,"Fresno, CA",06019,"Fresno County, California",00,Total,ES,2004,3349.81640625
24340,"Grand Rapids, MI",00000,Metro Total,00,Total,TOTAL,2004,9959.642578125
24340,"Grand Rapids, MI",26067,"Ionia County, Michigan",00,Total,EX,2004,2190.76318359375
24340,"Grand Rapids, MI",26081,"Kent County, Michigan",00,Total,ES,2004,13128.6435546875
24340,"Grand Rapids, MI",26117,"Montcalm County, Michigan",00,Total,EX,2004,385.023773193359
24340,"Grand Rapids, MI",26139,"Ottawa County, Michigan",00,Total,ES,2004,2524.21484375
24660,"Greensboro, NC",00000,Metro Total,00,Total,TOTAL,2004,2427.85375976562
24660,"Greensboro, NC",37081,"Guilford County, North Carolina",00,Total,ES,2004,2921.99145507812
24660,"Greensboro, NC",37151,"Randolph County, North Carolina",00,Total,EX,2004,825.330444335938
24660,"Greensboro, NC",37157,"Rockingham County, North Carolina",00,Total,EX,2004,532.640991210938
24860,"Greenville, SC",00000,Metro Total,00,Total,TOTAL,2004,1931.40319824219
24860,"Greenville, SC",45007,"Anderson County, South Carolina",00,Total,ES,2004,941.7685546875
24860,"Greenville, SC",45045,"Greenville County, South Carolina",00,Total,MS,2004,2488.36450195312
24860,"Greenville, SC",45059,"Laurens County, South Carolina",00,Total,EX,2004,594.983093261719
24860,"Greenville, SC",45077,"Pickens County, South Carolina",00,Total,ES,2004,767.112121582031
25420,"Harrisburg, PA",00000,Metro Total,00,Total,TOTAL,2004,3557.83154296875
25420,"Harrisburg, PA",42041,"Cumberland County, Pennsylvania",00,Total,ES,2004,3951.89404296875
25420,"Harrisburg, PA",42043,"Dauphin County, Pennsylvania",00,Total,MS,2004,3377.19580078125
25420,"Harrisburg, PA",42099,"Perry County, Pennsylvania",00,Total,EX,2004,349.037780761719
25540,"Hartford, CT",00000,Metro Total,00,Total,TOTAL,2004,10530.576171875
25540,"Hartford, CT",09003,"Hartford County, Connecticut",00,Total,MS,2004,12407.7890625
25540,"Hartford, CT",09007,"Middlesex County, Connecticut",00,Total,ES,2004,1782.62866210938
25540,"Hartford, CT",09013,"Tolland County, Connecticut",00,Total,ES,2004,646.949523925781
26420,"Houston, TX",00000,Metro Total,00,Total,TOTAL,2004,10868.388671875
26420,"Houston, TX",48015,"Austin County, Texas",00,Total,EX,2004,156.524047851562
26420,"Houston, TX",48039,"Brazoria County, Texas",00,Total,ES,2004,2770.32373046875
26420,"Houston, TX",48071,"Chambers County, Texas",00,Total,EX,2004,49.8686752319336
26420,"Houston, TX",48157,"Fort Bend County, Texas",00,Total,MS,2004,1830.82788085938
26420,"Houston, TX",48167,"Galveston County, Texas",00,Total,MS,2004,2123.85864257812
26420,"Houston, TX",48201,"Harris County, Texas",00,Total,MS,2004,12707.6337890625
26420,"Houston, TX",48291,"Liberty County, Texas",00,Total,EX,2004,313.299377441406
26420,"Houston, TX",48339,"Montgomery County, Texas",00,Total,ES,2004,1188.568359375
26420,"Houston, TX",48473,"Waller County, Texas",00,Total,EX,2004,99.7218780517578
26900,"Indianapolis, IN",00000,Metro Total,00,Total,TOTAL,2004,5074.6220703125
26900,"Indianapolis, IN",18011,"Boone County, Indiana",00,Total,EX,2004,671.493225097656
26900,"Indianapolis, IN",18013,"Brown County, Indiana",00,Total,EX,2004,15.6428937911987
26900,"Indianapolis, IN",18057,"Hamilton County, Indiana",00,Total,MS,2004,2542.07006835938
26900,"Indianapolis, IN",18059,"Hancock County, Indiana",00,Total,ES,2004,598.178344726562
26900,"Indianapolis, IN",18063,"Hendricks County, Indiana",00,Total,ES,2004,746.790649414062
26900,"Indianapolis, IN",18081,"Johnson County, Indiana",00,Total,MS,2004,1314.30102539062
26900,"Indianapolis, IN",18095,"Madison County, Indiana",00,Total,ES,2004,1771.2763671875
26900,"Indianapolis, IN",18097,"Marion County, Indiana",00,Total,UC,2004,6851.94677734375
26900,"Indianapolis, IN",18109,"Morgan County, Indiana",00,Total,ES,2004,493.963500976562
26900,"Indianapolis, IN",18133,"Putnam County, Indiana",00,Total,EX,2004,4023.0927734375
26900,"Indianapolis, IN",18145,"Shelby County, Indiana",00,Total,EX,2004,1293.69421386719
27140,"Jackson, MS",00000,Metro Total,00,Total,TOTAL,2004,1991.76098632812
27140,"Jackson, MS",28029,"Copiah County, Mississippi",00,Total,EX,2004,152.686599731445
27140,"Jackson, MS",28049,"Hinds County, Mississippi",00,Total,ES,2004,2991.32958984375
27140,"Jackson, MS",28051,"Holmes County, Mississippi",00,Total,EX,2004,111.608116149902
27140,"Jackson, MS",28089,"Madison County, Mississippi",00,Total,ES,2004,1798.21081542969
27140,"Jackson, MS",28121,"Rankin County, Mississippi",00,Total,ES,2004,661.563293457031
27140,"Jackson, MS",28127,"Simpson County, Mississippi",00,Total,EX,2004,746.565002441406
27140,"Jackson, MS",28163,"Yazoo County, Mississippi",00,Total,EX,2004,503.763214111328
27260,"Jacksonville, FL",00000,Metro Total,00,Total,TOTAL,2004,4784.67822265625
27260,"Jacksonville, FL",12003,"Baker County, Florida",00,Total,EX,2004,606.861450195312
27260,"Jacksonville, FL",12019,"Clay County, Florida",00,Total,ES,2004,2353.32641601562
27260,"Jacksonville, FL",12031,"Duval County, Florida",00,Total,UC,2004,5535.59716796875
27260,"Jacksonville, FL",12089,"Nassau County, Florida",00,Total,EX,2004,939.785949707031
27260,"Jacksonville, FL",12109,"St. Johns County, Florida",00,Total,MS,2004,1360.24230957031
28140,"Kansas City, MO-KS",00000,Metro Total,00,Total,TOTAL,2004,6217.52001953125
28140,"Kansas City, MO-KS",20091,"Johnson County, Kansas",00,Total,MS,2004,4507.99853515625
28140,"Kansas City, MO-KS",20103,"Leavenworth County, Kansas",00,Total,EX,2004,1160.66638183594
