cbsa_code,rank_year_range,count,prosperity_rank,growth_rank,inclusion_rank,racial_inclusion_rank,value_year,average_annual_wage,output_per_job,output_per_person,employment_at_firms_0_5_years_old,jobs,real_gdp,employment_to_population_ratio,median_income,relative_income_poverty,gap_in_employment_to_population_ratio,gap_in_median_income,gap_in_relative_income_poverty
44540,NA,NA,NA,NA,NA,NA,2017,38177.0561247947,101318.377445209,39349.5883071123,NA,8503.87271587,861598585.57253,NA,NA,NA,NA,NA,NA
44580,NA,NA,NA,NA,NA,NA,2017,37384.7799469821,90986.7054648509,34575.4315590022,NA,21325.1381981035,1940304068.22808,NA,NA,NA,NA,NA,NA
44620,NA,NA,NA,NA,NA,NA,2017,41875.1743602171,105199.36422526,53706.0767717768,NA,35978.183730367,3784882054.4142,NA,NA,NA,NA,NA,NA
44660,NA,NA,NA,NA,NA,NA,2017,36694.7147070261,84635.6195632887,37876.6136377371,NA,36506.9077705272,3089784757.49841,NA,NA,NA,NA,NA,NA
44740,NA,NA,NA,NA,NA,NA,2017,39187.9677921678,104380.947635169,59870.1830498032,NA,11534.5703254171,1203989381.13154,NA,NA,NA,NA,NA,NA
44780,NA,NA,NA,NA,NA,NA,2017,36847.3985111882,87736.1858042617,35796.3662992745,NA,24866.3777304975,2181681136.84188,NA,NA,NA,NA,NA,NA
44860,NA,NA,NA,NA,NA,NA,2017,37936.6323812417,109260.000291829,39147.4112410405,NA,13076.36753466,1428723920.65301,NA,NA,NA,NA,NA,NA
44900,NA,NA,NA,NA,NA,NA,2017,32752.9964637366,88391.4241841734,23040.9205259682,NA,6456.7757188646,570723601.428232,NA,NA,NA,NA,NA,NA
44920,NA,NA,NA,NA,NA,NA,2017,44000.1614510526,119127.277753819,79351.5112416415,NA,27380.9935272726,3261823221.09891,NA,NA,NA,NA,NA,NA
44940,NA,NA,NA,NA,NA,NA,2017,40936.3895170785,96429.0425370311,39749.3984355511,2770,44043.826039363,4247103974.64333,0.6255763,27074,0.2310439,0.0668935,7478.504,0.0912201
44980,NA,NA,NA,NA,NA,NA,2017,39491.9434442032,102592.815121706,32345.6207351291,NA,29015.044836248,2976735130.6332,NA,NA,NA,NA,NA,NA
45000,NA,NA,NA,NA,NA,NA,2017,45681.4881905367,107739.695886004,35904.6584655843,NA,10385.1868390911,1118896871.763,NA,NA,NA,NA,NA,NA
45020,NA,NA,NA,NA,NA,NA,2017,41026.4116979801,115783.439872113,48892.2314233932,NA,6236.973602798,722138258.123518,NA,NA,NA,NA,NA,NA
45140,NA,NA,NA,NA,NA,NA,2017,33627.3360480607,72185.5342757812,24608.1044705745,NA,16665.9570151727,1203041011.35744,NA,NA,NA,NA,NA,NA
45180,NA,NA,NA,NA,NA,NA,2017,43710.5091984163,100866.238077716,35453.7761149466,NA,31922.242311669,3219876492.98334,NA,NA,NA,NA,NA,NA
45220,NA,NA,NA,NA,NA,NA,2017,42075.6193977716,92210.9527201982,42620.4609110796,16024,176852.51714628,16307739097.0237,0.705242,28015.53,0.3035332,0.0540215,9348.234,0.0188607
45340,NA,NA,NA,NA,NA,NA,2017,31878.0929130307,94010.0672790163,31628.4864517128,NA,11033.4588965393,1037256213.18392,NA,NA,NA,NA,NA,NA
45380,NA,NA,NA,NA,NA,NA,2017,36740.2995544422,98856.1562599498,31493.618191437,NA,10545.643173012,1042501749.37295,NA,NA,NA,NA,NA,NA
45460,NA,NA,NA,NA,NA,NA,2017,38441.1479341848,91028.2707747363,37642.8684917458,3719,70285.528756581,6397970143.19957,0.6798913,25572.79,0.3019626,0.1504986,15403.1,0.237954
45500,NA,NA,NA,NA,NA,NA,2017,39555.7258932039,92235.0035840375,36766.3752999714,5390,59933.952874957,5528008358.22719,0.6424882,29447.88,0.2454392,0.0819517,11338.42,0.0953002
45520,NA,NA,NA,NA,NA,NA,2017,38462.2022685801,90890.647615642,43005.694133582,NA,12508.8946512671,1136941535.80951,NA,NA,NA,NA,NA,NA
45540,NA,NA,NA,NA,NA,NA,2017,39683.2927306908,107647.565498618,25106.9539515796,4382,29192.596012678,3142511891.34946,0.5321586,23928.21,0.2812922,0.1598106,9293.075,0.1707452
45580,NA,NA,NA,NA,NA,NA,2017,35205.6739244835,84875.8912937891,22019.7152692318,NA,6780.3147606355,575485258.561373,NA,NA,NA,NA,NA,NA
45620,NA,NA,NA,NA,NA,NA,2017,39811.6794446083,87617.5243428639,42459.8835810648,NA,21700.123818111,1901311126.8765,NA,NA,NA,NA,NA,NA
45660,NA,NA,NA,NA,NA,NA,2017,35454.584359127,91964.2037351487,34724.3289047623,NA,20858.9431950099,1918276101.68578,NA,NA,NA,NA,NA,NA
45700,NA,NA,NA,NA,NA,NA,2017,36704.9962464747,83848.5714825498,41761.2423575233,NA,20220.057268162,1695422917.23073,NA,NA,NA,NA,NA,NA
45740,NA,NA,NA,NA,NA,NA,2017,37865.8285420143,85452.1318329193,31689.6677839312,NA,9601.2291481523,820445498.925978,NA,NA,NA,NA,NA,NA
45820,NA,NA,NA,NA,NA,NA,2017,42922.835865472,94693.59884295,46373.8353328774,7316,114178.925145266,10812013334.025,0.7658269,34558.21,0.2869722,0.0045812,12038.18,0.0678051
45860,NA,NA,NA,NA,NA,NA,2017,45572.4751584275,133583.416122201,45556.2142210893,NA,62128.179373428,8299294438.15538,NA,NA,NA,NA,NA,NA
45900,NA,NA,NA,NA,NA,NA,2017,41805.1017758765,103599.975522257,46630.9713166915,NA,66917.710179714,6932673136.62384,NA,NA,NA,NA,NA,NA
45940,NA,NA,NA,NA,NA,NA,2017,67735.0544921975,143193.404081696,98499.6993720231,14857,257770.866482911,36911087844.7763,0.7060369,39671.59,0.2795036,0.0400981,18571.66,0.0800339
45980,NA,NA,NA,NA,NA,NA,2017,37686.1099294896,88660.4981012171,41218.5094589999,NA,15465.9198125318,1371216154.17255,NA,NA,NA,NA,NA,NA
46020,NA,NA,NA,NA,NA,NA,2017,44293.9451369702,129052.154210419,41455.862483733,NA,32063.590749554998,4137875457.95133,NA,NA,NA,NA,NA,NA
46100,NA,NA,NA,NA,NA,NA,2017,41156.8624785108,105472.726673947,42583.50616495,NA,41613.430493644,4389081980.4214,NA,NA,NA,NA,NA,NA
46180,NA,NA,NA,NA,NA,NA,2017,36854.0448750926,78622.7578534117,42129.0501571629,NA,75060.702984606,5901479475.06554,NA,NA,NA,NA,NA,NA
46220,NA,NA,NA,NA,NA,NA,2017,42095.9084216297,116421.419798054,51178.5807353556,8516,106733.866031853,12426108223.9636,0.6301984,27700.6,0.2586277,0.0413209,11966.33,0.0073089
46300,NA,NA,NA,NA,NA,NA,2017,34708.6558518896,85897.9563396318,39689.3608330357,NA,50248.665554829,4316257679.95346,NA,NA,NA,NA,NA,NA
46340,NA,NA,NA,NA,NA,NA,2017,43533.8148340945,112949.275875168,53093.3542350065,10689,107046.19561473,12090790279.8753,0.684228,30286.82,0.2319851,0.0235476,12634.85,4.28e-5
46380,NA,NA,NA,NA,NA,NA,2017,38786.9757108218,112814.777981503,42316.6284082534,NA,33015.399807358,3724624999.23765,NA,NA,NA,NA,NA,NA
46460,NA,NA,NA,NA,NA,NA,2017,35018.24838456,93300.8363642427,30990.1350948278,NA,12149.153378843,1133526171.36352,NA,NA,NA,NA,NA,NA
46500,NA,NA,NA,NA,NA,NA,2017,40683.2804259682,103694.388227294,29584.9352438477,NA,11081.398950465,1149078884.87105,NA,NA,NA,NA,NA,NA
46540,NA,NA,NA,NA,NA,NA,2017,41123.9346338089,105918.60037578,45361.8447017755,7427,125728.318024817,13316967472.7896,0.6847858,30112.03,0.248867,0.1252263,12038.32,0.1116934
46620,NA,NA,NA,NA,NA,NA,2017,33152.6681169165,84406.3278967305,32767.5454847274,NA,10532.9667365622,889049044.091625,NA,NA,NA,NA,NA,NA
46660,NA,NA,NA,NA,NA,NA,2017,37023.1611818968,90867.905322284,38060.3436508274,5263,60916.802031618,5535382199.54538,0.661702,29266.11,0.2370337,0.1367167,12644.29,0.0677191
46700,NA,NA,NA,NA,NA,NA,2017,56676.7842625214,151233.129760302,50265.2967687003,12985,148056.70294254,22391078567.9917,0.6975036,38992.31,0.2603637,0.0395835,14911.5,0.0634723
46740,NA,NA,NA,NA,NA,NA,2017,35955.2358928655,88592.5659414259,22934.9762581677,NA,8727.6719708381,773206854.591609,NA,NA,NA,NA,NA,NA
46780,NA,NA,NA,NA,NA,NA,2017,37235.195000481,95345.5284355694,38518.4859478886,NA,11399.3402294271,1086876117.99157,NA,NA,NA,NA,NA,NA
46820,NA,NA,NA,NA,NA,NA,2017,32483.2958903407,73519.7255763378,36492.1054421697,NA,6944.0487043965,510524555.135954,NA,NA,NA,NA,NA,NA
46860,NA,NA,NA,NA,NA,NA,2017,44026.3008723985,118388.905082823,42867.002817039,NA,12727.3341025057,1506775149.01892,NA,NA,NA,NA,NA,NA
46900,NA,NA,NA,NA,NA,NA,2017,34682.613983392,112032.128886632,56071.2331055047,NA,6388.285454103,715693219.358663,NA,NA,NA,NA,NA,NA
46980,NA,NA,NA,NA,NA,NA,2017,43176.326448217,115442.532333035,50325.1190039193,NA,24289.271241653,2804014980.66038,NA,NA,NA,NA,NA,NA
47020,NA,NA,NA,NA,NA,NA,2017,43736.7156977081,117551.741332631,48819.4046509398,5644,41383.124917582,4864658395.84755,0.7660686,29845.29,0.2916813,0.0561775,10190.49,0.1029615
47080,NA,NA,NA,NA,NA,NA,2017,32818.9708506128,78397.2848086392,30094.2002669215,NA,13830.7600609364,1084294035.61718,NA,NA,NA,NA,NA,NA
47180,NA,NA,NA,NA,NA,NA,2017,37405.6400430957,102207.154334047,50145.0304342152,NA,18402.232346469,1880839801.52654,NA,NA,NA,NA,NA,NA
47220,NA,NA,NA,NA,NA,NA,2017,44456.5315342743,101973.222694781,40894.3928343621,4727,61172.42085051,6237948894.16793,0.6390809,29015.16,0.2479509,0.1146518,14981.7,0.1175191
47240,NA,NA,NA,NA,NA,NA,2017,51684.3653152277,142174.290809054,75350.2382747453,NA,9181.9897302194,1305442878.10996,NA,NA,NA,NA,NA,NA
47300,NA,NA,NA,NA,NA,NA,2017,38940.2475815181,97472.570157168,34667.5094603083,19949,165203.558763068,16102815471.747,0.6303661,26046.72,0.2461095,0.0471197,17460.1,0.1092515
47340,NA,NA,NA,NA,NA,NA,2017,35155.7826680235,93227.4331007758,38142.4636582728,NA,12864.3838505202,1199313484.80707,NA,NA,NA,NA,NA,NA
47380,NA,NA,NA,NA,NA,NA,2017,42434.3607863073,104505.312582951,48786.3373036953,11227,125435.667949883,13108693688.1537,0.7016056,25245.95,0.2767343,0.0390106,7399.17,0.0221796
47420,NA,NA,NA,NA,NA,NA,2017,39118.7292687616,99542.3821513086,45006.2512938582,NA,10252.0828418292,1020516748.08824,NA,NA,NA,NA,NA,NA
47460,NA,NA,NA,NA,NA,NA,2017,40440.8945972808,95680.593880912,46720.0571665008,3135,31550.491602441,3018769773.75628,0.6671656,30121.28,0.2621955,0.1106069,10968,0.1034891
47540,NA,NA,NA,NA,NA,NA,2017,42202.6431795263,105905.064371585,51116.7230939156,NA,22095.462230049,2340021349.79327,NA,NA,NA,NA,NA,NA
47580,NA,NA,NA,NA,NA,NA,2017,44131.9391361086,103643.833343987,42089.8235853126,5869,77881.568221984,8071944277.36766,0.7124298,31531.46,0.2494805,0.0429032,7641.592,0.0544248
47620,NA,NA,NA,NA,NA,NA,2017,39329.9340918855,122907.029434698,46464.3116990735,NA,14992.862053123,1842728137.67356,NA,NA,NA,NA,NA,NA
47660,NA,NA,NA,NA,NA,NA,2017,38691.4202702674,96226.1808569429,36531.0338884106,NA,20461.3039398373,1968913133.48366,NA,NA,NA,NA,NA,NA
47700,NA,NA,NA,NA,NA,NA,2017,47426.3818113378,121690.71203201,59946.1824905012,NA,39017.746309954,4748097330.34264,NA,NA,NA,NA,NA,NA
47780,NA,NA,NA,NA,NA,NA,2017,35219.0150795574,93563.8367997085,33991.4201986843,NA,12029.8390439942,1125557897.03903,NA,NA,NA,NA,NA,NA
47820,NA,NA,NA,NA,NA,NA,2017,36568.6094777764,108803.922510786,38286.7356043131,NA,16569.676575375,1802845806.13589,NA,NA,NA,NA,NA,NA
47920,NA,NA,NA,NA,NA,NA,2017,33871.2942909241,92389.6325515797,38700.4351500486,NA,12043.7204987582,1112714911.4342,NA,NA,NA,NA,NA,NA
47940,NA,NA,NA,NA,NA,NA,2017,44540.3016146966,102667.606853323,54972.4910468817,5134,90967.216780261,9339386448.93683,0.7999274,25111.57,0.2502667,0.0324807,2775.994,0.0581062
47980,NA,NA,NA,NA,NA,NA,2017,38191.2344563961,97499.1822453039,57046.1317540686,NA,16440.5405178132,1602939256.15757,NA,NA,NA,NA,NA,NA
48020,NA,NA,NA,NA,NA,NA,2017,38630.5983925721,99215.0048810452,40354.6363709851,NA,34504.503796859,3423364512.62341,NA,NA,NA,NA,NA,NA
48060,NA,NA,NA,NA,NA,NA,2017,45602.2372010182,133481.287511437,65687.804619685,2842,56192.845348943,7500693346.10797,0.6893713,27031.95,0.2222926,0.1343005,3423.059,0.0524519
48100,NA,NA,NA,NA,NA,NA,2017,33665.3737388709,88070.5091770308,24961.1728699036,NA,7768.8969432616,684210709.536928,NA,NA,NA,NA,NA,NA
48140,NA,NA,NA,NA,NA,NA,2017,44104.6624763293,102445.675447646,54837.6465507566,5397,72655.321067516,7443223441.62729,0.8210387,33217.18,0.2638666,0.0700125,11527.57,0.0768877
48180,NA,NA,NA,NA,NA,NA,2017,35333.3466318505,83135.4952511874,31665.9657636084,NA,21017.071632582,1747264658.90439,NA,NA,NA,NA,NA,NA
48220,NA,NA,NA,NA,NA,NA,2017,39789.9458283337,118788.180649114,54315.6165385923,NA,13168.7323415802,1564289756.31146,NA,NA,NA,NA,NA,NA
48260,NA,NA,NA,NA,NA,NA,2017,39023.8073620578,109381.04776815,36966.3171278212,2904,39963.6599717937,4371267000.36485,NA,NA,NA,NA,NA,NA
48300,NA,NA,NA,NA,NA,NA,2017,38252.2542574039,86166.1014994097,42482.539359043,6315,58413.299552785,5033246298.18069,0.7396787,29552.13,0.2344984,0.1151546,10402.8,0.0221316
48460,NA,NA,NA,NA,NA,NA,2017,32655.4664712016,82377.1615098547,31191.5490165483,NA,15184.7267772269,1250874690.21064,NA,NA,NA,NA,NA,NA
48500,NA,NA,NA,NA,NA,NA,2017,34559.0681734472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48540,NA,NA,NA,NA,NA,NA,2017,43878.0182040333,117976.145549074,54718.5643365945,3823,65515.0755335219,7729216086.80132,0.6530672,25989.53,0.2591825,0.1446142,10735.31,0.2195455
48580,NA,NA,NA,NA,NA,NA,2017,37769.1569745122,96703.5213986394,40109.609686043,NA,42755.204007647,4134578785.65669,NA,NA,NA,NA,NA,NA
48660,NA,NA,NA,NA,NA,NA,2017,38894.7277572748,115325.627263488,49406.6247375027,4888,64788.408581395,7471763859.05253,0.6829215,26056.02,0.2773421,0.0255231,5168.201,0.1053585
48700,NA,NA,NA,NA,NA,NA,2017,41502.4325203987,98463.8019883094,46361.5177187155,3152,53601.845876751,5277841538.61629,0.7035926,29935.98,0.2746186,0.3305459,20912.43,0.3668751
48780,NA,NA,NA,NA,NA,NA,2017,73503.2312730322,163495.337903074,134422.844191005,NA,27418.9312577429,4482867430.92583,NA,NA,NA,NA,NA,NA
48820,NA,NA,NA,NA,NA,NA,2017,38587.9672798965,89935.4059786529,53397.817927227,NA,25378.02444796,2282382931.66346,NA,NA,NA,NA,NA,NA
48900,NA,NA,NA,NA,NA,NA,2017,43061.8018564965,106378.83085853,47007.427998421,13837,127332.405451294,13545472422.313,0.7340232,30189.96,0.2611715,0.0340465,8151.242,0.021007
48940,NA,NA,NA,NA,NA,NA,2017,44373.4196408012,109341.835413314,46218.8507467523,NA,17757.2261676513,1941607701.02032,NA,NA,NA,NA,NA,NA
48980,NA,NA,NA,NA,NA,NA,2017,42137.4821166934,115476.623546947,53226.0186275893,NA,37644.174498803,4347022167.33384,NA,NA,NA,NA,NA,NA
49020,NA,NA,NA,NA,NA,NA,2017,43853.9601009349,100719.65752898,46000.496106444,5637,62975.496166716,6342870406.62925,0.7900066,36189.08,0.273474,0.0274559,16556.22,0.0515508
49080,NA,NA,NA,NA,NA,NA,2017,55568.4877180035,162937.800372945,75362.6278662802,NA,7782.4272426387,1268051576.47803,NA,NA,NA,NA,NA,NA
49100,NA,NA,NA,NA,NA,NA,2017,39297.8609804926,88686.2604344909,45938.9284611678,NA,26351.895954969,2337051107.60499,NA,NA,NA,NA,NA,NA
49220,NA,NA,NA,NA,NA,NA,2017,43523.0520203348,102056.721950184,55130.8888368323,NA,39502.556030068,4031501377.0822,NA,NA,NA,NA,NA,NA
49260,NA,NA,NA,NA,NA,NA,2017,46559.3075741996,128595.003085755,57366.3202133722,NA,9126.7741131645,1173657545.24538,NA,NA,NA,NA,NA,NA
49300,NA,NA,NA,NA,NA,NA,2017,43429.6832422073,111830.562383767,48314.3986626933,NA,50132.146995582,5606306192.02161,NA,NA,NA,NA,NA,NA
49380,NA,NA,NA,NA,NA,NA,2017,41125.6916380059,101907.602303607,50067.0346871429,NA,10781.0505236053,1098671009.17466,NA,NA,NA,NA,NA,NA
49420,NA,NA,NA,NA,NA,NA,2017,38155.8399931943,84023.6643341997,39496.969806468,9241,117608.122010545,9881865366.78964,0.6630125,26019.03,0.2498022,0.0157223,11763.63,0.1049359
49460,NA,NA,NA,NA,NA,NA,2017,40935.3270235003,109797.009664441,63101.56758999,NA,13024.1044732886,1430007724.72435,NA,NA,NA,NA,NA,NA
49620,NA,NA,NA,NA,NA,NA,2017,46862.6010840184,115890.405672519,48053.5724957219,12480,184964.763798645,21435641511.7466,0.7655824,34885.92,0.2505046,0.1516547,9231.807,0.1002115
49660,NA,NA,NA,NA,NA,NA,2017,38813.5532071092,93716.8455658772,37794.3439630455,16672,218549.157548415,20481737646.5174,0.7033703,26938.51,0.2633852,0.1514146,8816.385,0.0607524
49700,NA,NA,NA,NA,NA,NA,2017,44760.3377048265,115638.763810818,36043.8436788862,5616,54134.604348993,6260058726.30527,0.6714737,30233.99,0.2562192,0.0030743,10996.94,0.0037349
49740,NA,NA,NA,NA,NA,NA,2017,39224.4897159524,88116.5618124444,30802.5877552893,6312,72546.909635589,6392584247.2062,0.6682968,25508.45,0.2195254,0.0480818,11166.62,0.0069122
49780,NA,NA,NA,NA,NA,NA,2017,38299.427762287,93713.2708136002,37585.0440332391,NA,34551.2853228639,3237913958.41952,NA,NA,NA,NA,NA,NA
49820,NA,NA,NA,NA,NA,NA,2017,46382.6572289695,115261.813018922,29371.3394690843,NA,3649.5723332685,420656323.876225,NA,NA,NA,NA,NA,NA
99997,NA,NA,NA,NA,NA,NA,2017,58972.994880651,139965.498408673,66152.3152996811,10073200,103211049.052108,14445985921860.3,0.7379918,36035.33,0.2531593,0.0523461,13034.09,0.0596493
99999,NA,NA,NA,NA,NA,NA,2017,52791.7139970255,126807.249092427,58631.1301112124,NA,150582031,19094893113860.5,0.7230636,34040.92,0.262793,0.0492395,10007.91,0.0490608
2,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,0.7052123,29984.42,0.2625769,0.06762,8995.537,0.0604768
3,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,0.672612,28962.57,0.2665424,0.1089295,7972.248,0.0708429
4,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,0.7308334,35026.3,0.2630432,0.0505881,10977.49,0.0551663
99990,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,0.6739556,29982.48,0.2507418,0.1407219,9056.457,0.1094069
