stco_code,co_name,type,oic,comp_type,largest_city_pop,pop1990,pop2000,pop2010,pop2016,mf_share_1970,mf_share_2016,projected_jobs_2016,job_deficit,percent_job_deficit,yf_jobs_2000,yf_jobs_2010,yf_jobs_2016,prod_1980,prod_1990,prod_2000,prod_2010,prod_2016,incpercap_00,incpercap_10,incpercap_16,incpercap_ch0016,incpercap_ch0010,incpercap_ch1016,incpercap_sigch0016,incpercap_sigch0010,incpercap_sigch1016,epop_00,epop_10,epop_16,epop_ch_0016,epop_ch_0010,epop_ch_1016,epop_sigch_0016,epop_sigch_0010,epop_sigch_1016,medinc00,medinc10,medinc16,medinc_ch_0016,medinc_ch_0010,medinc_ch_1016,medinc_sigch_0016,medinc_sigch_0010,medinc_sigch_1016,score_0016,gscore_0016,pscore_0016,iscore_0016,ext_povrate_1216,nih_nsf_ed_16,hub_share_15,units_16,units_10,fb_share_10,fb_share_16,fb_share_ch_1016,fb_share_sigch_1016,ba_rate_nhw,ba_rate_col,ba_rate_ch,ba_rate_sigch,DissInd_WB2015
00001,Urban counties,NA,NA,0,86263146.04,145739414,165760491,183625483,195066182,0.233459672,0.072818299,95685.42713,-1246.14765,-0.013195226,NA,NA,NA,74184.8134,84558.92513,98513.12693,115727.0089,116478.8522,31128.23583,29442.05381,32066.31518,938.0793423,-1686.182027,2624.261369,1,1,1,0.724798773,0.712022085,0.746190559,0.021391786,-0.012776688,0.034168474,1,1,1,60766.22278,56366.36248,59743.85301,-1022.369774,-4399.860297,3377.490523,1,1,1,NA,NA,NA,NA,0.152521131,18901713483,0.50207436,831520,374993,0.16849932,0.173365015,0.004865695,1,0.409936117,0.246205105,0.163731011,1,NA
00002,Urban industrial counties,NA,NA,0,43693914.54,84639554,92984642,99046680,103275039,0.297428977,0.093898411,55589.41504,-6673.402809,-0.136425733,NA,NA,NA,70564.54141,82763.84542,97835.73922,115975.8476,117170.9645,31050.23598,29340.84506,32075.10409,1024.868107,-1709.390923,2734.25903,1,1,1,0.724526186,0.711420397,0.747457412,0.022931227,-0.013105789,0.036037015,1,1,1,61599.31246,56413.92223,60110.60377,-1488.708682,-5185.390221,3696.681539,1,1,1,NA,NA,NA,NA,0.158675767,9992722237,0.499479666,360548,168777,0.171923364,0.176733039,0.004809675,1,0.399433767,0.248340736,0.151093031,1,NA
00003,OICs,NA,NA,0,17978935.52,35849292,36684636,36735268,37145981,0.310395064,0.087110066,28220.59576,-10572.94692,-0.599113628,NA,NA,NA,70278.19909,82849.24059,96172.54252,111130.1751,110926.2742,29992.2746,28421.8969,30942.7988,950.5242072,-1570.377699,2520.901906,1,1,1,0.718422519,0.700788355,0.736880924,0.018458405,-0.017634163,0.036092568,1,1,1,57099.62109,51554.57709,54280.25168,-2819.369405,-5545.044001,2725.674596,1,1,1,NA,NA,NA,NA,0.237690813,4383221918,0.482447285,64312,39851,0.138435637,0.145797411,0.007361774,1,0.377508713,0.221683419,0.155825293,1,NA
01069,Houston County,2,0,0,67533.112,81331,88787,101547,104056,0.239362232,0.072502237,46.33972244,2.559325814,0.055229632,5500,4158,3354,56576.46516,60630.57736,69730.06044,81538.7265,82830.36022,26490.10633,23959.38228,24225.6062,-2264.5001349999998,-2530.724053,266.2239183,1,1,0,0.725252003,0.714347458,0.667664726,-0.057587277,-0.010904545,-0.046682732,1,0,1,47988.85608,42364.70559,42321,-5667.85608,-5624.150494,-43.70558657,1,1,0,-0.98721884,-0.896018243,-0.558115332,-1.507522945,0.122173577,NA,0.388058911,331,261,0.025243405,0.018864842,-0.006378563,1,0.240975494,0.110575533,0.130399962,1,0.48626310700000003
01073,Jefferson County,3,1,2,210842.656,651524,662047,658466,659521,0.237997247,0.064145009,489.9241424,-123.8911097,-0.252878148,38962,26539,28490,65647.16526,71596.47166,79523.16128,95563.90245,99486.2546,29844.81374,27426.08574,31429.03428,1584.220546,-2418.727997,4002.948543,1,1,1,0.710651003,0.687406123,0.71774901,0.007098006,-0.023244881,0.030342887,0,1,1,51385.47082,45663.48408,50180,-1205.470825,-5721.986742,4516.515918,0,1,1,-0.12062098,-0.905838453,0.497113454,0.046862059,0.19487868,233072548,0.395098367,1985,1280,0.043048796,0.042455055,-5.93742e-4,0,0.433425241,0.207829874,0.225595366,1,0.64267875
01081,Lee County,2,0,0,61979,87146,115092,140247,158991,0.300268201,0.111383811,35.15632543,27.7020079,0.787966534,6500,6254,6590,53294.74053,57936.73764,68125.65107,79675.58976,80478.24693,24881.91805,24140.53284,26034.66367,1152.745622,-741.3852054,1894.130828,0,0,0,0.738999638,0.717020176,0.76823307,0.029233432,-0.021979462,0.051212895,0,0,1,43139.93417,43245.40477,48056,4916.06583,105.4706026,4810.595228,1,0,1,0.724972331,0.828734249,0.170641345,1.175541398,0.064380911,13938696,0.361862663,891,971,0.055291945,0.053556491,-0.001735454,0,0.37873039,0.310599836,0.068130554,0,0.315818032
01089,Madison County,2,0,0,189415.456,238913,276700,334811,356967,0.200677696,0.102206251,134.9485753,66.51582064,0.492897539,18273,16364,16299,71470.62297,73078.05571,76848.82413,98205.53586,98641.80128,33052.25287,33312.45185,36033.96954,2981.716676,260.1989824,2721.517694,1,0,1,0.757,0.728080437,0.757400843,8.85902e-4,-0.028434504,0.029320406,0,1,1,62307.04372,58792.71034,60503,-1804.043717,-3514.333372,1710.289655,0,0,0,0.379074499,0.374857607,0.844354032,-0.081988141,0.190933633,11552244,0.382076221,2875,2137,0.058731264,0.053682833,-0.005048431,0,0.424786487,0.363018778,0.061767709,0,0.498416732
01097,Mobile County,2,0,0,193393,378644,399843,412992,414836,0.205701244,0.108047514,184.0471476,-4.805480944,-0.026110054,21348,16324,12854,67556.69959,73168.04839,80398.11887,93466.64071,97209.4795,24435.50188,23833.63797,25114.32769,678.8258046,-601.8639165,1280.689721,0,0,1,0.667152015,0.651246925,0.661673095,-0.00547892,-0.01590509,0.01042617,0,0,0,46983.94872,43922.95016,45744,-1239.948722,-3060.998567,1821.049844,0,1,0,-0.284291774,-0.864376946,0.178954744,-0.16745312,0.195541312,12990372,0.323135009,1195,1026,0.031412346,0.034348514,0.002936168,0,0.270776374,0.18345294,0.087323434,1,0.56467233
01101,Montgomery County,1,0,0,200917,209085,223510,229363,226349,0.147322269,0.09920554,139.5144819,-1.171237894,-0.008395099,12884,11084,10255,68422.12194,71519.45719,79008.5822,89424.19452,92484.73839,28478.11646,26786.65842,28649.26829,171.151834,-1691.458034,1862.609868,0,1,0,0.690557391,0.681429094,0.692859383,0.002301992,-0.009128297,0.01143029,0,0,0,50122.71623,46062.10479,45395,-4727.716225,-4060.611439,-667.1047859,1,1,0,-0.375883547,-0.591558757,-0.104931472,-0.431160413,0.250902257,975082,0.30402442,535,671,0.049568403,0.046821501,-0.002746902,0,0.426423003,0.24746204,0.178960963,1,0.500497802
01103,Morgan County,2,0,0,55243.292,100042,111064,119490,119012,0.420848595,0.236701694,44.88253484,4.030538713,0.08980194,5332,4641,4319,65531.39403,68477.7266,73988.87481,90335.53525,91701.53659,27209.98821,25369.72164,24558.00818,-2651.980029,-1840.266574,-811.7134552,1,0,0,0.702971958,0.678566982,0.647769622,-0.055202336,-0.024404976,-0.03079736,1,0,0,52688.64472,49979.12972,44378,-8310.644721,-2709.515004,-5601.129717,1,0,0,-0.913561643,-0.631373704,-0.41412788,-1.695183346,0.070623826,NA,0.284921836,194,165,0.049312022,0.041458004,-0.007854018,0,0.223383152,0.090706733,0.132676419,0,0.520805556
01125,Tuscaloosa County,1,0,0,98368,150523,164875,194656,206102,0.156288066,0.148343532,78.72164866,19.54424971,0.24827033,9644,7983,9079,63735.61894,74174.62762,81431.57863,99737.43343,105528.8577,27606.93309,24512.1815,26334.90828,-1272.024818,-3094.751595,1822.726777,0,1,0,0.704162315,0.691725054,0.72002146,0.015859145,-0.012437261,0.028296406,0,0,0,47995.82492,47713.69029,47787,-208.8249245,-282.1346335,73.309709,0,0,0,0.24412567,0.325425156,0.113825316,0.293126538,0.183625803,12211088,0.383956867,1450,598,0.032327365,0.036355785,0.00402842,0,0.36466179,0.181206704,0.183455086,1,0.53974524
02020,Anchorage Municipality,1,0,0,298312,226338,260283,291826,298192,0.029215979,0.011862936,93.165818,61.51699008,0.660295712,17968,14333,12443,177548.2494,174589.8812,120832.9194,138989.7349,138481.4747,35769.97331,38652.95625,40090.92808,4320.954779,2882.982943,1437.971836,1,1,0,0.759590338,0.75648686,0.790643085,0.031052747,-0.003103477,0.034156225,1,0,1,77418.28584,79205.82401,85634,8215.714158,1787.53817,6428.175988,1,0,1,0.412813144,-0.373261278,0.452086735,1.159613977,0,2659647,0.52451007,930,480,0.094977611,0.102514487,0.007536876,0,0.451926835,0.206240465,0.245686371,1,0.394184628
04005,Coconino County,1,0,0,70088,96591,116320,134421,140908,0.076762435,0.06640845,38.37348691,27.86817976,0.726235274,9347,5795,6322,66858.66177,64066.99311,80535.40932,85891.22688,84008.02411,24237.88509,22932.43082,26508.254,2270.368915,-1305.454265,3575.823179,1,0,1,0.728875548,0.695193118,0.711242985,-0.017632563,-0.03368243,0.016049867,0,1,0,53320.02202,46264.16046,55091,1770.977979,-7055.861562,8826.839541,0,1,1,-0.232204711,-0.548486637,-0.128346393,-0.019781104,0.14053597,15083043,0.508282781,647,315,0.059464839,0.032361541,-0.027103298,1,0.49763934,0.140411063,0.357228277,1,0.402858921
04013,Maricopa County,1,0,0,1582904,2122101,3072149,3817117,4242997,0.188906575,0.061155269,681.9422511,1230.81528,1.804867315,249252,193162,194679,66367.01409,68743.19219,88645.16725,101427.727,97366.51411,31078.38255,27882.92492,30745.03184,-333.3507053,-3195.457634,2862.106929,0,1,1,0.732305531,0.700732328,0.739770858,0.007465327,-0.031573203,0.03903853,1,1,1,63218.56856,55356.66577,58737,-4481.56856,-7861.902793,3380.334233,1,1,1,-0.254328381,-0.047292761,-0.498824351,-0.216868031,0.218788,105436186,0.561390363,25856,6703,0.148883137,0.150458273,0.001575136,0,0.386715495,0.202839853,0.183875642,1,0.407761111
04015,Mohave County,1,0,0,53291,93497,155032,200186,205249,0.162751898,0.061897132,16.18378147,31.89955186,1.971081475,11367,5794,5389,63521.42314,67735.0162,78560.55596,92785.30924,86024.79529,23287.86268,22325.51227,25045.53062,1757.66793,-962.3504108,2720.018341,1,0,1,0.642049843,0.592984745,0.564151022,-0.077898821,-0.049065098,-0.028833723,1,1,0,43932.98866,40033.37844,42423,-1509.988659,-3899.610218,2389.621559,0,1,0,-0.708403502,-0.755794822,-0.0185,-1.350938477,0.046827157,125000,NA,683,262,0.068882661,0.053349834,-0.015532828,1,0.112388351,0.114960125,-0.002571775,0,0.530313325
04019,Pima County,1,0,0,528441,666885,843746,980263,1016206,0.086511224,0.062230208,248.8434825,124.6148508,0.500776028,42146,33710,29673,72440.0625,70526.71201,89214.96034,99793.3587,99006.89839,27962.52122,26639.62186,27518.40143,-444.1197852,-1322.899354,878.7795683,0,1,1,0.702622017,0.678023947,0.696554551,-0.006067466,-0.02459807,0.018530604,0,1,1,51232.15625,48618.54831,47560,-3672.156249,-2613.607941,-1058.548307,1,1,0,-0.504932337,-0.599324933,-0.481453413,-0.434018664,0.176582212,146096028,0.399785137,2466,1938,0.127140958,0.133776026,0.006635068,0,0.398648483,0.197350934,0.201297548,1,0.377707348
04021,Pinal County,1,0,0,52816,116379,179727,375770,418540,0.13849076,0.059189981,33.92987919,27.82092309,0.819953497,6426,5837,5635,73798.4202,70712.2059,89449.51321,95137.07335,87871.18478,24096.77131,22794.2554,23980.36068,-116.4106297,-1302.515914,1186.105284,0,1,0,0.553709437,0.581209061,0.582916985,0.029207548,0.027499624,0.001707924,1,1,0,49974.97672,55027.22717,52555,2580.023275,5052.250444,-2472.227169,1,1,0,0.138798018,0.539363704,-0.943943215,0.820973566,0.17051929,0,0.138580931,2727,1597,0.098345152,0.089637789,-0.008707364,0,0.248744071,0.118279044,0.130465027,1,0.368567294
04027,Yuma County,1,0,0,93717,106896,160026,195751,205631,0.112740608,0.041485787,18.2075883,35.82574504,1.967627148,8109,5302,5611,64011.92494,66710.46302,84227.79807,94299.60971,84112.57332,21147.26946,19784.06229,21400.17374,252.9042807,-1363.207172,1616.111453,0,1,1,0.561352296,0.624740206,0.67096817,0.109615874,0.063387911,0.046227963,1,1,1,44854.26988,46384.95461,43518,-1336.269884,1530.684728,-2866.954612,0,0,0,0.21558664,-0.194800108,-0.780487336,1.622047364,0.170592611,NA,0.245069054,897,455,0.240721799,0.267848719,0.02712692,1,0.212773723,0.115172192,0.097601531,1,0.482709801
05007,Benton County,2,0,0,63379,97499,153406,221339,258291,0.369387083,0.088120938,33.35688928,89.95788966,2.696830898,10259,10074,10358,57892.8695,59249.13888,78556.65879,89658.84641,92125.21039,27042.89561,26196.01035,31306.42629,4263.530686,-846.8852541,5110.41594,1,0,1,0.751473173,0.760774979,0.781038994,0.029565821,0.009301806,0.020264015,1,0,0,56142.40399,57506.80168,63631,7488.59601,1364.397694,6124.198316,1,0,1,1.259384216,1.713490455,0.773498052,1.29116414,0,NA,0.352225628,2883,769,0.096776943,0.112593935,0.015816991,1,0.336136618,0.268311382,0.067825236,0,0.465130064
05031,Craighead County,2,0,0,73808,68956,82148,96443,105835,0.265245729,0.121119514,30.53763726,19.79656878,0.648267861,5049,4685,5451,53344.43403,56599.04637,64597.49396,78084.66442,78577.23372,24359.88299,24212.74886,26463.69317,2103.81018,-147.1341317,2250.944312,0,0,0,0.742800808,0.718972332,0.708104227,-0.034696581,-0.023828476,-0.010868105,1,0,0,45192.95572,39884.03294,43678,-1514.95572,-5308.922777,3793.967057,0,1,0,0.154654532,0.58607704,0.545041318,-0.667154763,0,4556653,0.277991496,1021,590,0.034896818,0.037596258,0.00269944,0,0.240166918,0.209619847,0.030547072,0,0.392081044
05045,Faulkner County,2,0,0,64813,60005,86014,113237,122227,0.2831454,0.074604069,18.63336197,25.36791096,1.361424256,4685,4936,3966,52477.13245,55826.73724,65722.90793,77980.17314,85415.97169,25997.89347,25612.40135,25623.36505,-374.5284269,-385.4921222,10.96369531,0,0,0,0.76508934,0.722436197,0.719768043,-0.045321298,-0.042653143,-0.002668155,1,1,0,53247.54604,47255.77064,48506,-4741.546039,-5991.7754,1250.22936,0,0,0,-0.152094604,0.382585232,0.310759624,-1.149628669,0.081065089,751535,0.282004946,319,1070,0.029259519,0.029723384,4.63864e-4,0,0.295393773,0.253038488,0.042355286,0,0.336828613
05119,Pulaski County,1,0,0,198195,349660,361474,382748,393250,0.161445072,0.047214258,262.4119537,2.170241696,0.008270361,24717,22932,20590,66860.47776,69402.56974,78584.96297,92606.98339,101429.9737,30235.23453,28952.25592,30927.90154,692.6670148,-1282.978612,1975.645627,0,1,1,0.746369059,0.707698921,0.720605759,-0.0257633,-0.038670138,0.012906839,1,1,0,53130.46945,48846.95907,47387,-5743.469454,-4283.510386,-1459.959068,1,1,0,-0.235844448,-0.244858825,0.487847551,-0.95052207,0.200656427,1341956,0.404972651,1314,1283,0.061175814,0.052221233,-0.008954581,0,0.425160958,0.221627136,0.203533822,1,0.50553361
05131,Sebastian County,2,0,0,88038,99589,115071,125744,127793,0.359471685,0.17468159,65.50347345,4.575581078,0.069852495,6112,4969,4672,57127.10391,60375.12259,65980.4155,84884.6587,88136.38492,25881.24993,24866.27586,23126.76862,-2754.481314,-1014.974076,-1739.507238,1,0,0,0.726837222,0.682487156,0.687236247,-0.039600974,-0.044350066,0.004749091,1,1,0,47233.43335,41831.01506,42053,-5180.433351,-5402.418293,221.9849423,1,1,0,-0.633512934,-0.655959475,-0.067630294,-1.176949033,0.182807713,NA,0.235894431,442,462,0.09021601,0.09480175,0.00458574,0,0.194872192,0.107439166,0.087433026,0,0.438346287
05143,Washington County,2,0,0,82456,113409,157715,203065,228049,0.229250023,0.111084316,51.89500054,59.17528667,1.140288776,12314,11174,10454,50271.64339,51487.12265,69381.29548,83511.64566,84275.04589,24825.61709,23534.3997,26569.40857,1743.791476,-1291.217393,3035.008869,1,0,1,0.752395657,0.748868957,0.753613589,0.001217932,-0.003526699,0.004744632,0,0,0,48351.23599,42034.16886,45679,-2672.235987,-6317.067127,3644.83114,1,1,1,0.254128642,0.543282128,0.445385623,-0.226281824,0.145470473,10831239,0.318232977,1523,417,0.123856694,0.108454762,-0.015401932,1,0.364087329,0.19103018,0.173057149,1,0.404482791
06001,Alameda County,1,0,0,417870,1279182,1443741,1510271,1647704,0.157269984,0.096436758,878.5467365,-109.8720143,-0.125061092,80141,80370,92478,81768.74555,93627.79355,111688.1463,131070.7912,134679.0241,37439.88526,35886.88085,43222.54662,5782.661356,-1553.00441,7335.665766,1,1,1,0.728098024,0.710403675,0.77203234,0.043934316,-0.017694349,0.061628665,1,1,1,77975.79339,73760.20399,89979,12003.20661,-4215.589406,16218.79601,1,1,1,0.932248714,0.27116278,0.891843083,1.63374028,0.028300475,248746088,0.567560263,5692,1727,0.307045402,0.328446736,0.021401334,1,0.573994424,0.386844708,0.187149716,1,0.481207657
06007,Butte County,1,0,0,90264,182120,203171,220000,226864,0.170951239,0.052510468,56.80214211,23.23119122,0.408984421,9861,9937,8022,78263.18297,91365.88419,111579.2449,123771.4882,121693.6034,24826.89838,24920.41877,26737.30303,1910.404655,93.52039164,1816.884263,1,0,0,0.672518141,0.611021338,0.657950272,-0.014567869,-0.061496803,0.046928934,0,1,1,44494.67751,45744.7456,45177,682.3224855,1250.068089,-567.745603,0,0,0,-0.130553605,-0.290406451,-0.028047525,-0.07320684,0.136157552,821057,0.29917307,697,512,0.071840125,0.081229283,0.009389158,0,0.288963811,0.143598779,0.145365031,1,0.476666858
06013,Contra Costa County,1,0,0,128139,803732,948816,1049025,1135127,0.178393455,0.043010421,297.0129292,69.24568181,0.233140295,43637,45512,39883,78062.04981,106306.5048,131339.4728,158228.5734,151075.4427,42649.85764,38411.19405,43498.58243,848.7247905,-4238.663597,5087.388388,0,1,1,0.743141572,0.716905951,0.752877191,0.009735619,-0.026235621,0.035971239,1,1,1,88748.23301,80955.14297,91045,2296.766986,-7793.090046,10089.85703,1,1,1,0.007881576,-0.235941377,-0.10907414,0.368660245,0,999982,0.378356625,2921,1676,0.235501179,0.250539367,0.015038188,1,0.505121802,0.327802991,0.177318811,1,0.533981161
06019,Fresno County,1,0,0,518503,667490,799407,930450,979915,0.160256498,0.07489544,248.1606392,87.49769409,0.3525849,54322,57265,46194,79230.61719,92939.18082,109811.9749,122719.9357,121757.5053,21809.27033,21054.88331,22877.228,1067.957667,-754.3870208,1822.344688,1,1,1,0.638502631,0.649857719,0.662489628,0.023986997,0.011355088,0.012631909,1,0,0,48398.62413,49658.47615,48715,316.3758711,1259.85202,-943.4761484,0,1,0,0.126343647,0.009937545,-0.113634642,0.482728037,0.424088474,2778417,0.375565352,2904,2248,0.219195755,0.215730956,-0.003464799,0,0.309434769,0.139277963,0.170156807,1,0.474160673
06029,Kern County,1,0,0,372476,543478,661645,839631,884788,0.084611104,0.053399276,187.7651911,68.01814221,0.362251074,45490,50044,42239,94819.09627,127362.4711,131844.5392,147519.7695,148404.6249,22721.85774,21583.77369,22111.79054,-610.0672058,-1138.084051,528.016845,0,1,0,0.591956634,0.606416583,0.620070944,0.02811431,0.014459949,0.01365436,1,1,0,49403.53149,49991.20913,49903,499.4685134,587.6776459,-88.2091325,0,0,0,0.181738111,0.456246498,-0.478927242,0.567895077,0.325051195,412921,0.247390899,2256,1656,0.206512176,0.201426782,-0.005085393,0,0.232035102,0.113448957,0.118586145,1,0.446048615
06031,Kings County,1,0,0,55399,101468,129461,152982,149785,0.181347516,0.12641431,23.53198244,15.14301756,0.643507941,6322,6454,5612,75515.49917,88051.47321,102287.1084,113677.2468,115540.8113,25828.26168,20707.0187,22656.58435,-3171.677323,-5121.24298,1949.565657,1,1,1,0.486344409,0.565022306,0.603368354,0.117023945,0.078677897,0.038346048,1,1,0,49825.84346,48986.42141,53234,3408.156545,-839.422047,4247.578592,0,0,0,0.506069151,0.234497194,-1.01269648,2.29640674,0.11234779,0,0.333691564,605,265,0.21757609,0.192295624,-0.025280466,0,0.201742608,0.063231481,0.138511127,1,0.370525304
06037,Los Angeles County,2,0,0,3949149,8862508,9519338,9818605,10137915,0.249352983,0.08209036,6059.525376,-1666.508709,-0.275022977,716392,657043,615314,74113.92084,92627.70599,113209.1972,140768.9705,143816.0562,29001.09239,28511.31115,31366.36339,2365.270996,-489.7812429,2855.052239,1,1,1,0.658828777,0.69881019,0.73863363,0.079804854,0.039981413,0.03982344,1,NA,NA,58801.715,57853.810340000004,61338,2536.285,-947.9046596,3484.18966,1,1,1,0.705986688,-0.190079117,0.740141915,1.567897266,0.097849665,817227434,0.656187826,20591,7260,0.355009043,0.346295269,-0.008713775,1,0.496224754,0.235460064,0.26076469,1,0.566629174
06039,Madera County,2,0,0,63916,88090,123109,150865,154697,0.287740111,0.096562022,14.49026044,22.30140623,1.539061794,9013,7442,8511,75448.88658,88664.03896,102319.99280000001,114042.2193,119532.5674,21630.4316,21005.06938,22093.03582,462.6042239,-625.362219,1087.966443,0,0,0,0.557097136,0.599371312,0.601614931,0.044517796,0.042274176,0.002243619,1,1,0,50574.29734,53004.47418,51657,1082.70266,2430.176836,-1347.474176,0,0,0,0.468424594,0.541819326,-0.026433383,0.889887838,0,NA,0.162311092,300,192,0.199652594,0.214490262,0.014837667,0,0.196682408,0.057730212,0.138952196,1,0.469446631
06041,Marin County,1,0,0,59123,230096,247289,252409,260651,0.087828996,0.038928867,96.59892512,18.08325119,0.1871993,15517,16193,16670,87513.6216,102752.1071,120133.258,136576.4392,138622.9865,64905.77375,57587.82058,67922.18219,3016.408441,-7317.953167,10334.36161,0,1,1,0.752599307,0.709672467,0.766217673,0.013618366,-0.042926839,0.056545205,0,1,1,99384.08329,92096.75636,103845,4460.916713,-7287.326932,11748.24364,0,0,1,0.211668324,0.038997072,0.058333642,0.537674258,0,405075,0.27671474,112,186,0.196725395,0.193392698,-0.003332697,0,0.670082368,0.348983285,0.321099082,1,0.491888976
06047,Merced County,2,0,0,82015,178400,210554,255793,268672,0.261038563,0.143798455,35.31365713,29.76134287,0.842771474,9520,9716,10793,76039.81013,89135.99247,101916.3738,115611.0671,109765.3992,19894.83423,19964.03744,22377.98391,2483.149688,69.20320986,2413.946478,1,0,1,0.625,0.632188948,0.624391492,-4.35625e-4,0.007361831,-0.007797456,0,0,0,49523.39561,46614.4635,47739,-1784.39561,-2908.932108,1124.536498,0,0,0,0.190862665,0.525428176,0.19013032,-0.142970499,0.180274833,15393575,0.292433439,720,106,0.24489637,0.264314852,0.019418483,0,0.209927296,0.094273067,0.115654228,1,0.34665891
06053,Monterey County,1,0,0,156674,355660,401762,415057,435232,0.121259869,0.039316973,128.1799616,8.28670509,0.06464899,33150,34462,23088,81898.0287,95520.07119,109452.8164,118617.3244,123202.5883,29288.54393,28386.86416,28285.08128,-1003.462654,-901.6797756,-101.7828787,1,0,0,0.659451079,0.685169697,0.712893268,0.053442189,0.025718618,0.027723571,1,1,1,67326.00543,59885.34836,63876,-3450.00543,-7440.657068,3990.651638,1,1,0,-0.130976176,-0.488918916,-0.52134458,0.617334967,0.01734392,973061,0.301545907,627,279,0.307997466,0.310744614,0.002747149,0,0.418777525,0.145688093,0.273089432,1,0.572827255
06055,Napa County,2,0,0,80215,110765,124279,136484,142166,0.209810611,0.168643084,41.97862897,28.96303769,0.689947204,11020,10855,10525,75893.25988,86251.60084,108452.7163,116292.9633,115838.8559,37930.47327,36557.82929,40257.08616,2326.612892,-1372.643976,3699.256868,1,0,1,0.737168319,0.715243928,0.796401554,0.059233235,-0.021924391,0.081157626,1,0,1,72110.81397,70720.58385,75077,2966.186028,-1390.230119,4356.416147,0,0,0,0.40359019,0.188133888,-0.210599333,1.233236015,0.007115671,0,0.328547432,212,110,0.231963057,0.225025674,-0.006937382,0,0.438199432,0.218598849,0.219600583,1,0.586157333
06059,Orange County,2,0,0,349288,2411201,2846289,3010232,3172532,0.335182407,0.098995841,842.920643,737.5210237,0.874959025,248126,212774,207769,75977.63511,94609.69952,115881.3842,146676.9098,149670.3884,36083.67683,34549.9867,38773.08392,2689.407091,-1533.690127,4223.097218,1,1,1,0.726842361,0.729054184,0.762174307,0.035331946,0.002211823,0.033120123,1,0,1,81981.48513,77835.35944,81837,-144.4851336,-4146.12569,4001.640556,0,1,1,0.464679679,-0.007299418,0.787470816,0.61386764,0.015403623,165940710,0.624010365,11523,3130,0.304246856,0.304191416,-5.54401e-5,0,0.488712471,0.323413893,0.165298578,1,0.420722659
06061,Placer County,1,0,0,129918,172795,248399,348432,380531,0.097258565,0.041435547,49.4704147,105.7260161,2.137156454,24174,22734,19967,77573.95986,93776.1015,109086.0624,131526.122,135116.9886,38943.53221,35347.52559,42155.49915,3211.966936,-3596.006627,6807.973562,1,1,1,0.753428878,0.705918319,0.756235951,0.002807072,-0.047510559,0.050317631,0,1,1,80190.49213,74545.36598,85426,5235.507869,-5645.126154,10880.63402,1,1,1,0.64084248,0.824383547,0.614449993,0.483693901,0,0,0.384297147,2419,1166,0.11009633,0.095148621,-0.014947708,1,0.389979731,0.392476183,-0.002496451,0,0.394706724
06065,Riverside County,1,0,0,321280,1170405,1545387,2189641,2387741,0.185708386,0.064327277,262.4595179,426.1146725,1.623544369,100432,90520,91551,77818.49052,93798.76147,102000.6627,115959.6393,111896.4722,26309.63552,24655.9993,25880.42884,-429.2066792,-1653.636222,1224.429543,1,1,1,0.66334338,0.646832326,0.686050901,0.022707521,-0.016511054,0.039218575,1,1,1,59774.56567,59623.99374,60134,359.4343264,-150.5719328,510.0062592,0,0,0,0.224049503,0.749012434,-0.536508053,0.459644129,0.074739209,57242647,0.308962758,6996,4547,0.223506035,0.218097356,-0.005408679,0,0.290037693,0.164341431,0.125696263,1,0.379274501
06067,Sacramento County,1,0,0,489202,1041218,1223499,1418788,1514460,0.047636856,0.031716196,518.54664090000006,133.3193263,0.257101899,75830,72320,65275,95570.69345,100613.6833,114060.5836,124528.5422,119803.42,29719.30444,27793.72074,30517.45936,798.1549196,-1925.583703,2723.738622,1,1,1,0.707983345,0.664579213,0.709153402,0.001170057,-0.043404133,0.044574189,0,1,1,61069.37696,57881.26356,59780,-1289.376957,-3188.1134,1898.736443,0,1,0,-0.252793191,-0.243805136,-0.481603609,-0.032970827,0.113919428,5847461,0.512475831,3350,1162,0.19245351,0.207660156,0.015206647,1,0.345719707,0.247767246,0.097952461,1,0.426676214
06071,San Bernardino County,1,0,0,215550,1418381,1709434,2035210,2140096,0.189478064,0.076699053,366.0570002,348.1938094,0.951201067,100545,87527,89728,76101.52844,86966.07299,101036.3321,115722.3991,112851.713,23830.33729,22478.84996,23256.36918,-573.9681024,-1351.487323,777.5192203,1,1,1,0.651740863,0.641759343,0.664993707,0.013252844,-0.00998152,0.023234364,1,1,1,58630.28143,57769.25443,56337,-2293.281429,-861.026995,-1432.254434,1,0,0,5.37104e-4,0.445802127,-0.498830126,0.054639312,0.138318948,18130954,0.425098399,3925,1789,0.215483825,0.211072774,-0.004411051,0,0.259975368,0.168199953,0.091775416,1,0.347278535
06073,San Diego County,2,0,0,1390915,2498012,2813833,3095313,3317749,0.205180231,0.075787141,813.2642133,609.56912,0.749533928,199237,181271,175187,89187.98568,99705.76556,117909.156,140831.1283,142216.292,32681.65542,32051.33377,35283.47487,2601.819446,-630.3216556,3232.141102,1,1,1,0.718912567,0.694266346,0.742070192,0.023157625,-0.024646221,0.047803846,1,1,1,65600.51956,65803.16371,70824,5223.480436,202.644148,5020.836288,1,0,1,0.482795566,0.099433607,0.463966746,0.884986346,0.057943678,517360706,0.538894811,10791,3494,0.234509523,0.240521812,0.006012288,0,0.480256611,0.261475855,0.218780757,1,0.439584455
